id,sfdc_id,FirstName,LastName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,Phone,Fax,MobilePhone,HomePhone,OtherPhone,Email,LeadSource,Birthdate,Personal_Email__c,Gender,ASU_Gmail__c,Arizona_Resident__c,Visa_Type__c,Undergraduate_GPA__c,Jr_Sr_GPA__c,Military_Status__c,Military_Branch__c,Email_Status__c,Marital_Status__c,Ethnicity,FERPA__c,Undergraduate_Major__c,Graduate_GPA__c,Contact_Preference__c,Student_Number__c,ASURite_ID__c,Deceased__c,ASU_Email__c
267,,Davon,Treutel,Ms.,"28182 Gutmann Isle",Jacquelynview,Michigan,26783-9323,"United States","821 Sheila Pine","Lake Winnifred",Illinois,43355-6589,"United States","(207) 479-8258 x2144",412.337.7426,979-304-1447,"404.660.2097 x7041","(520) 989-2174",davon@example.net,"College Fair - US","1993-05-15 06:56:54.000000",davon@example.net,Female,Davon@asu.gmail,,,3.56926336093387,2.33473494650907,,,Temp,Single,"Black African-American",,Mathematics,3.43603314551085,"Local Phone",7618883869,1204704196,,Davon.Treutel@asuFake.edu
268,,Carli,Gutkowski,Ms.,"908 Sydnie Rest","South Kacey",Delaware,40959-1802,"United States","982 Jeremy Stravenue",Treutelview,Kentucky,61911-9117,"United States",972-843-7015,"(919) 646-2761 x0741","609.401.0772 x8162",567-816-3306,"(409) 972-9288 x5890",carli@example.com,"Purchased List","1990-10-23 16:13:01.000000",carli@example.com,Female,Carli@asu.gmail,,,2.95780497295822,1.85484044960187,,,Temp,Single,White,,Psychology,3.74501153208398,"Home Phone",0031529049,1204885013,,Carli.Gutkowski@asuFake.edu
269,,Joseph,Jacobi,Mr.,"8507 Swaniawski Landing","South Zetta","New Jersey",13739,"United States","93940 Labadie Center","North Reynoldside",Minnesota,72316,"United States","(424) 804-7884","(251) 347-3235","225-605-5396 x3990","(901) 704-2700 x1262","225.413.6106 x1861",joseph@example.org,"Employee Referral","1991-09-02 17:16:01.000000",joseph@example.org,Male,Joseph@asu.gmail,,,1.51478163161356,3.83524146855498,,,Valid,Unknown,"Am. Indian Alaska Native",,Psychology,3.69423141107241,"Home Phone",0327113205,1205713757,,Joseph.Jacobi@asuFake.edu
270,,Halle,Treutel,Mr.,"9025 Rylan Overpass","West Marie",Michigan,39419-8680,"United States","588 Damaris Flats",Reingerton,Iowa,95313,"United States","360.831.6078 x4436","(351) 818-6622","(740) 561-0588","281-630-9258 x0462",850-765-8998,halle@example.com,"Employee Referral","1994-10-14 01:54:04.000000",halle@example.com,Male,Halle@asu.gmail,,,3.43327583985375,1.6516134630838,,,Valid,Divorced,"Black African-American",,Psychology,3.68340049367927,"Local Phone",2812774240,1209275334,,Halle.Treutel@asuFake.edu
271,,Lauren,Bayer,Ms.,"68673 Joy Brooks",Hermistontown,Indiana,58615,"United States","338 Ben Stravenue","Port Lorenz",Kansas,21350,"United States",334-757-1460,"720-614-5487 x5710","765-218-7673 x3955",845-601-2372,"703-863-6793 x3610",lauren@example.org,"College Fair - Int","1989-05-27 16:13:50.000000",lauren@example.org,Female,Lauren@asu.gmail,,,2.30829960188261,1.10574866508477,,,Valid,Single,Hispanic,,"Mechanical Engineering",3.56467185858928,"Home Phone",4701814905,1205414608,,Lauren.Bayer@asuFake.edu
272,,Janiya,Conroy,Prof,"25704 Reinger Expressway","New Natalia",Washington,84406-4229,"United States","77014 Larson Shoals","Lake Merl",Kentucky,74308,"United States","443.612.1740 x9911","410-415-3308 x4505","(972) 415-0398 x3586","(267) 803-2016 x9067","424.301.8161 x2792",janiya@example.com,Walk-in,"1990-10-03 21:41:40.000000",janiya@example.com,Female,Janiya@asu.gmail,,,3.8666644061484,3.77465842883285,,,Role,Single,White,,"Political Science",3.28103924553938,"Home Phone",2306467782,1202845304,,Janiya.Conroy@asuFake.edu
273,,Juliet,Sporer,Ms.,"44844 Allie Station",Maeganhaven,Utah,20309,"United States","34116 Ratke Forest",Hettingerfort,"New Mexico",39962,"United States","(209) 240-4980",740-478-5259,"(901) 207-4391 x3379",857-210-8748,"682.309.9059 x3636",juliet@example.net,"Purchased List","1996-04-11 19:31:13.000000",juliet@example.net,Female,Juliet@asu.gmail,,,1.88589668521269,1.91629203509184,,,Valid,Single,Asian,,Mathematics,,"Mobile Phone",7985717626,1208572804,,Juliet.Sporer@asuFake.edu
274,,Aurelia,McDermott,Mr.,"36965 Gianni Prairie","Port Pink",Washington,82046-1351,"United States","666 Lubowitz Mission","West Dustin","North Dakota",53602,"United States","703-978-4107 x5429","(239) 906-4330 x8733",915.919.7427,"(757) 606-9360 x3464","614.920.9313 x2659",aurelia@example.net,"Web Form","1992-05-01 14:18:35.000000",aurelia@example.net,Male,Aurelia@asu.gmail,,,3.5360201066464,1.61712695513584,,,Temp,Divorced,"Am. Indian Alaska Native",,Mathematics,3.32477386547809,"Home Phone",6758176762,1204418851,,Aurelia.McDermott@asuFake.edu
275,,Chad,Schultz,Ms.,"489 Walsh Track","New Kaylin",Mississippi,73675,"United States","799 Baumbach Highway",Howellstad,Missouri,60483,"United States","617-540-9388 x4412",315.407.4140,801-502-3290,912.903.1926,786.713.6053,chad@example.net,Walk-in,"1992-12-08 07:48:54.000000",chad@example.net,Female,Chad@asu.gmail,,,1.53849318589759,2.08656986372435,,,Role,Single,"Am. Indian Alaska Native",,Mathematics,,Email,0819071524,1207071664,,Chad.Schultz@asuFake.edu
276,,Palma,Kertzmann,Mrs.,"1589 Quinton Parkway","South Rextown",Alaska,55855-3603,"United States","429 Hane Valley","East Elmo",Massachusetts,24289,"United States","936.319.3448 x2239","610.407.8336 x5195","865-419-2782 x6502","309.931.7962 x5533",205.857.6990,palma@example.net,Event,"1993-01-11 22:43:42.000000",palma@example.net,Female,Palma@asu.gmail,,,2.28541986192664,3.08513856050199,,,Valid,Married,"Black African-American",,Economics,,"Home Phone",0405554250,1207597135,,Palma.Kertzmann@asuFake.edu
277,,Eve,Heathcote,Prof,"6159 Ceasar Brook",Ryantown,"West Virginia",55226,"United States","699 Hellen Locks","Port Elta",Massachusetts,90580,"United States","(925) 912-3546","857-225-5249 x7239",801-610-9777,352-269-8128,"917-507-1164 x3335",eve@example.net,"Purchased List","1989-10-22 03:49:03.000000",eve@example.net,Male,Eve@asu.gmail,,,3.646699968924,1.04441484564737,,,Valid,Single,White,,"Computer Science",,"Mobile Phone",4554227704,1200140409,,Eve.Heathcote@asuFake.edu
278,,Clint,Lakin,Mr.,"33362 Kirlin Neck","East Parker",Alaska,32507-1453,"United States","755 McKenzie Flats","Port Adolfbury",Connecticut,45221-0922,"United States","(952) 574-4725",207-925-9523,"720-940-5815 x9122",516-903-1439,"406.253.6702 x5449",clint@example.com,"Web Form","1991-12-24 17:02:39.000000",clint@example.com,Male,Clint@asu.gmail,,,1.60112058375524,3.75852607948528,,,Temp,Unknown,"Pacific Islander",,Economics,,"Local Phone",7514070231,1202753922,,Clint.Lakin@asuFake.edu
279,,Brendan,Wyman,Mr.,"53939 Derek Parkway",Augustafurt,Texas,40132-1681,"United States","519 Moen Bridge","New Johanna",California,54133-4176,"United States",619-603-5686,"949-386-5398 x4067","213.262.9708 x6989","469-805-9377 x7828","907-315-9232 x7506",brendan@example.com,"Partial App","1989-06-13 20:05:47.000000",brendan@example.com,Male,Brendan@asu.gmail,,,1.06977990596788,3.37649017767071,,,Valid,Married,"Am. Indian Alaska Native",,"Political Science",3.94715005224382,"Local Phone",7204834290,1205953170,,Brendan.Wyman@asuFake.edu
280,,Torrey,Kohler,Prof,"262 O'Reilly Ridge","West Sigridfort",Connecticut,66731,"United States","98816 Waelchi Vista",Powlowskifort,"West Virginia",76516-7802,"United States","(724) 317-8055","(304) 570-5003 x5523",816-267-2457,"646.903.5471 x3255","(214) 562-4409 x6325",torrey@example.com,"Phone Call","1994-01-27 07:52:19.000000",torrey@example.com,Unknown,Torrey@asu.gmail,,,2.12601459874912,3.95805807425922,,,Role,Divorced,"Am. Indian Alaska Native",,Business,3.0260353002377,"Home Phone",8441543831,1202154516,,Torrey.Kohler@asuFake.edu
281,,Maryam,Cronin,Mr.,"18026 Dibbert Plain","East Caleighfurt",Kentucky,94423-2948,"United States","9631 Gottlieb Rest","North Christychester",Hawaii,39786,"United States",413.913.4404,"310-267-1483 x0640",856-562-9226,"(913) 210-5099 x4756","(989) 405-0758",maryam@example.com,"Partial App","1991-09-13 09:09:15.000000",maryam@example.com,Male,Maryam@asu.gmail,,,3.97740085955575,1.26436733173998,,,Valid,Married,Asian,,Economics,,"Home Phone",7213412169,1202001734,,Maryam.Cronin@asuFake.edu
282,,Maryse,Schuster,Mrs.,"2907 Ignacio Lakes","New Alfonzo","North Dakota",40826,"United States","55481 Zachery Pass",Fredbury,"New York",14265,"United States","(518) 907-5835 x8284","(260) 915-7261 x3147","636.312.9312 x9978","331-516-1505 x5330","510-650-7528 x7423",maryse@example.com,"Employee Referral","1994-07-09 06:20:55.000000",maryse@example.com,Female,Maryse@asu.gmail,,,2.03638409621125,2.52056331419373,,,Valid,Married,"Pacific Islander",,Business,3.2844894950492,Email,1410074968,1209750511,,Maryse.Schuster@asuFake.edu
283,,Aletha,Blick,Ms.,"482 Cullen Burgs",Rollinland,Wisconsin,95912,"United States","4827 Mitchell Ramp",Greenholthaven,Texas,20376-6402,"United States","631-971-7601 x7367",682-870-1106,650-606-9517,"(862) 770-0915 x5176","626.667.9456 x3114",aletha@example.org,Event,"1991-01-25 00:52:40.000000",aletha@example.org,Female,Aletha@asu.gmail,,,2.00886371498666,1.1059944262153,,,Role,Single,"Pacific Islander",,"Computer Science",,Email,4344501569,1208032188,,Aletha.Blick@asuFake.edu
284,,Elsa,Nolan,Mr.,"6927 Maymie Trafficway","New Erling",Florida,48751-2343,"United States","74899 Makenzie Groves","North Tatyana","New Hampshire",52967-3731,"United States","(334) 816-0377","225.256.8131 x4072",816-503-4365,"(234) 763-4551","615.636.7166 x2691",elsa@example.org,Email,"1989-08-08 14:12:58.000000",elsa@example.org,Male,Elsa@asu.gmail,,,1.96972702661846,2.42865956463314,,,Valid,Divorced,"Black African-American",,"Political Science",,"Local Phone",5573226722,1201985952,,Elsa.Nolan@asuFake.edu
285,,Josiane,Schuster,Dr.,"2999 Colby Glens","South Kristinfort",Iowa,10651,"United States","223 Kilback Lock",Emmerichhaven,Indiana,39539-6856,"United States",714-908-6805,"623-717-0037 x0930","(312) 872-7428 x1755","872-410-7891 x3975",401.716.7957,josiane@example.com,"ASU UG","1995-11-21 22:59:51.000000",josiane@example.com,Female,Josiane@asu.gmail,,,3.08632439926907,3.62508623957891,,,Role,Unknown,Hispanic,,Business,,"Local Phone",4066231156,1209645999,,Josiane.Schuster@asuFake.edu
286,,Julius,Cremin,Prof,"13172 Ivah Flats",Bogisichberg,Ohio,46756,"United States","784 Monahan Mountains",Terrellton,Arizona,78353,"United States","229-215-4154 x9537",314-818-2094,"478.785.8976 x8498","567-216-6710 x5522","347.513.9685 x8884",julius@example.net,"Web Form","1992-04-30 01:25:45.000000",julius@example.net,Female,Julius@asu.gmail,,,1.03882617464663,1.54842127335592,,,Temp,Married,White,,Mathematics,3.61293716471389,"Mobile Phone",1707542291,1203301127,,Julius.Cremin@asuFake.edu
287,,Darius,Bernhard,Dr.,"2645 McCullough Skyway",Jovanhaven,Colorado,30625-0612,"United States","374 Howell Drives","North Lenny","New Hampshire",67415-1559,"United States","(210) 971-8829 x9858","630.847.7643 x4608","(802) 660-5138 x2222",318-831-6195,"(947) 848-5543 x3373",darius@example.net,"Partial App","1992-10-09 08:59:37.000000",darius@example.net,Male,Darius@asu.gmail,,,3.40274842852452,1.45416786572241,,,Temp,Married,"Pacific Islander",,Mathematics,,"Mobile Phone",6421417228,1206410013,,Darius.Bernhard@asuFake.edu
288,,Dorian,Kulas,Ms.,"6947 Izabella Field","East Estelle",Michigan,39172-4785,"United States","8839 Lilla Fort","Lake Zellaburgh",Nevada,74436-9026,"United States",610-859-7532,"(856) 805-9527 x4128","337.336.0624 x7213","630-573-3518 x4146","650-862-9663 x5635",dorian@example.com,"Employee Referral","1996-03-09 05:37:26.000000",dorian@example.com,Female,Dorian@asu.gmail,,,1.65973487907277,2.50648488114181,,,Role,Single,Asian,,Biology,,"Mobile Phone",7661649474,1208720803,,Dorian.Kulas@asuFake.edu
289,,Miguel,Walsh,Ms.,"329 Astrid Mews","West Tatum",Idaho,14575-6667,"United States","83168 Turner Station","New Augustborough",Montana,74742-9757,"United States","(904) 985-3673",619-937-8734,"339-321-2547 x2660",878-219-9601,319.775.5984,miguel@example.org,"Purchased List","1990-07-09 03:52:54.000000",miguel@example.org,Female,Miguel@asu.gmail,,,1.19771562626462,2.95912189381169,"Armed Forces Reserve",Marines,Temp,Single,"Black African-American",,"Political Science",3.40215633497153,"Local Phone",3851991472,1209957254,,Miguel.Walsh@asuFake.edu
290,,Blair,Bauch,Mrs.,"262 Mills Lodge",Ornburgh,"North Dakota",27575-9173,"United States","704 Marvin Mission","North Thelmaville","New Jersey",67394-9740,"United States",936-602-0467,707-386-3615,"(443) 808-5976 x3017","(802) 586-5266",978-616-0547,blair@example.org,"Partial App","1990-09-25 05:13:53.000000",blair@example.org,Female,Blair@asu.gmail,,,3.45903616196455,3.71243317147159,,,Role,Married,"Pacific Islander",,Biology,3.681567919845,Email,7552991666,1205817703,,Blair.Bauch@asuFake.edu
291,,Arden,Keeling,Dr.,"10189 Boyle Curve","New Rosettaland",Kansas,42349-0035,"United States","8763 Ross Corner",Lysannemouth,Oklahoma,62074-0608,"United States","469-941-0217 x0133","(731) 573-4829","(207) 210-7628",872-719-7862,"773.317.5941 x0235",arden@example.net,"Purchased List","1995-09-18 10:42:04.000000",arden@example.net,Female,Arden@asu.gmail,,,2.53955380836795,1.27987779088838,,,Role,Divorced,Hispanic,,Mathematics,3.20071781196081,"Mobile Phone",3975081821,1202065818,,Arden.Keeling@asuFake.edu
292,,Maurice,Altenwerth,Mrs.,"9552 Farrell Extensions","North Ariel",Alabama,50027,"United States","8525 Fay Ford",Murphymouth,Louisiana,49038-8866,"United States","812-773-3569 x2520",239-641-7079,"914-217-8129 x0794",947-206-4508,"(719) 718-7551 x9085",maurice@example.org,Advertisement,"1989-06-29 04:55:44.000000",maurice@example.org,Female,Maurice@asu.gmail,,,1.59713716304139,3.88889162962315,,,Valid,Married,White,,Business,,"Local Phone",5617329869,1205348679,,Maurice.Altenwerth@asuFake.edu
293,,Carey,Koelpin,Mr.,"356 Dietrich Plains",Maverickfort,Oklahoma,33170,"United States","8002 Kshlerin Landing",Guidotown,California,89825-7422,"United States","802-917-3920 x8648","218-228-2925 x7908","975.352.5673 x7807","928.573.2634 x0342",816-563-4897,carey@example.org,"College Fair - Int","1995-03-15 10:52:30.000000",carey@example.org,Male,Carey@asu.gmail,,,2.48077106393149,3.16246077791029,,,Role,Unknown,"Pacific Islander",,Biology,,"Local Phone",8226857574,1205282768,,Carey.Koelpin@asuFake.edu
294,,Pierce,Bernier,Prof,"412 Savannah Meadow","East Shayleeshire",Oregon,21950-6766,"United States","635 Altenwerth Inlet","North Cassandre",Mississippi,24140,"United States","941-847-0193 x3090",870-870-4342,"219-682-3189 x9724",518-602-8756,"530-469-8027 x6003",pierce@example.net,Walk-in,"1990-04-12 22:46:30.000000",pierce@example.net,Female,Pierce@asu.gmail,,,3.2908032869502,1.64455973091995,,,Role,Unknown,Asian,,Biology,,"Home Phone",9451224179,1206298874,,Pierce.Bernier@asuFake.edu
295,,Derrick,Miller,Mrs.,"721 Gulgowski Drives",Grantview,"Rhode Island",24539-1004,"United States","99959 Devan Burgs",Gaylordland,Texas,18867,"United States","475-817-8828 x3551","254-559-0639 x9832","(772) 878-3540 x3558","415-347-0948 x9072","(916) 763-2329",derrick@example.net,"Purchased List","1990-07-19 16:09:01.000000",derrick@example.net,Female,Derrick@asu.gmail,,,1.16316862566912,1.20026906795082,,,Temp,Married,White,,Biology,3.43326924126774,"Local Phone",0692626369,1200023173,,Derrick.Miller@asuFake.edu
296,,Celestino,Rolfson,Prof,"971 Nia Circles","West Ernestinechester",Virginia,86181,"United States","2128 Lockman Shoals",Jacobifort,"North Carolina",32420,"United States","212.414.5423 x0666","615-425-1488 x5217",413-337-2609,"859-646-0357 x3012","805-407-4751 x8137",celestino@example.net,Walk-in,"1992-07-22 16:07:16.000000",celestino@example.net,Female,Celestino@asu.gmail,,,1.68686509349467,1.36425805288027,,,Valid,Married,"Pacific Islander",,Biology,3.58785672863091,"Local Phone",3051550302,1201904012,,Celestino.Rolfson@asuFake.edu
297,,Nathen,Littel,Dr.,"227 Ahmed Creek","North Lelahshire",Wisconsin,87266,"United States","234 Kamryn Lodge","East Paulaberg",Florida,74281-7240,"United States","(959) 508-2348 x5155",479-989-4244,"(540) 212-4863 x5799","954.415.4855 x3951","478-253-1898 x6547",nathen@example.net,"College Fair - US","1992-08-28 02:49:27.000000",nathen@example.net,Unknown,Nathen@asu.gmail,,,1.23620756750049,3.70078781110369,,,Role,Single,White,,Psychology,,"Local Phone",1111803055,1209845907,,Nathen.Littel@asuFake.edu
298,,Liam,Balistreri,Dr.,"361 Eleanora Spurs",Jordonmouth,Nevada,64943,"United States","8204 Monahan Fords",Corrinemouth,Maine,81250-1120,"United States","219.816.6270 x6375","706-319-8630 x9740","(201) 405-6125 x3122","207-984-1326 x9354","(424) 203-2054",liam@example.net,"ASU UG","1989-10-15 03:55:53.000000",liam@example.net,Unknown,Liam@asu.gmail,,,1.3089189228872,2.91893373192045,,,Valid,Married,White,,"Computer Science",3.28361303315252,Email,9429425527,1209955517,,Liam.Balistreri@asuFake.edu
299,,Christophe,Jacobson,Mrs.,"6873 Linnie Curve",Melisaside,"North Dakota",50002-2875,"United States","238 Ryann Bridge",Baumbachmouth,Florida,39162-0156,"United States","(605) 434-8686","309-845-4897 x1571","254.906.7888 x2735","(682) 808-1545",215.224.6798,christophe@example.com,"Phone Call","1995-07-03 22:17:37.000000",christophe@example.com,Female,Christophe@asu.gmail,,,3.93007870485775,3.81153043267514,,,Temp,Married,"Am. Indian Alaska Native",,Business,,"Mobile Phone",9377997439,1209438759,,Christophe.Jacobson@asuFake.edu
300,,Ellen,Will,Dr.,"3600 Natasha Vista",Elmerland,Oklahoma,37412-6338,"United States","86253 Gilbert Passage","West Kaley",Hawaii,70594,"United States","804.979.2342 x4041",267.925.5324,"516.435.2199 x4358","464-765-6486 x3280","310-408-7052 x3765",ellen@example.org,"Partial App","1993-01-09 13:47:47.000000",ellen@example.org,Unknown,Ellen@asu.gmail,,,1.316471892456,2.35913381890177,,,Temp,Single,Asian,,Business,,"Local Phone",6050075773,1200043179,,Ellen.Will@asuFake.edu
301,,Idella,Morar,Dr.,"340 Frederique Extensions","North Ottiliebury","South Dakota",60198-3502,"United States","801 Adams Course",Stiedemannchester,"South Carolina",53754,"United States","706-717-6136 x7031",631-210-2322,424-251-5396,947.407.2282,"872-304-5209 x4821",idella@example.net,"Web Form","1992-07-12 05:47:20.000000",idella@example.net,Male,Idella@asu.gmail,,,2.10520822355878,1.96586704358544,,,Temp,Single,White,,"Mechanical Engineering",3.36128426623837,"Local Phone",1296118063,1209000648,,Idella.Morar@asuFake.edu
302,,Joshuah,Vandervort,Mrs.,"1131 Fritsch Club","Port Riverton",Minnesota,99868,"United States","828 Olson Shores","Port Maiya",Connecticut,33832-1406,"United States","(360) 781-9597 x5730","646-509-1924 x5242","(571) 906-1603 x9910",808-404-2243,"906-912-5731 x6380",joshuah@example.org,Event,"1995-10-04 16:40:27.000000",joshuah@example.org,Female,Joshuah@asu.gmail,,,1.67737447418814,3.54253904735031,,,Role,Married,"Black African-American",,Biology,3.89366825589864,Email,1302393832,1206557292,,Joshuah.Vandervort@asuFake.edu
303,,Hubert,Dooley,Mr.,"6144 Pacocha Greens",Waelchibury,Oklahoma,41326-2373,"United States","15268 Leffler Hills",Lindsaymouth,"Rhode Island",98556,"United States","626-248-2449 x1475",252.835.4002,"815-469-5929 x7643","302-872-1835 x4592","(414) 717-9099 x0702",hubert@example.net,Advertisement,"1991-09-13 04:27:14.000000",hubert@example.net,Male,Hubert@asu.gmail,,,1.09354708039723,3.3019570761054,,,Temp,Divorced,Hispanic,,Business,,"Mobile Phone",0186450226,1207153605,,Hubert.Dooley@asuFake.edu
304,,Corene,Russel,Mr.,"2645 Cremin Locks","South Yolandaburgh",Louisiana,34635,"United States","488 Gorczany Port",Halvorsonbury,Idaho,16921-1809,"United States","509-510-0400 x9619","978-660-9978 x3751","641.307.1959 x8612","262-347-1477 x7979","(682) 910-3934",corene@example.com,"Purchased List","1995-04-26 15:34:28.000000",corene@example.com,Male,Corene@asu.gmail,,,2.50723587886577,1.51626672825785,,,Role,Single,"Pacific Islander",,"Mechanical Engineering",,"Home Phone",3447786039,1203609179,,Corene.Russel@asuFake.edu
305,,Alfonzo,Hagenes,Mrs.,"548 Medhurst Club",Schadenfurt,Idaho,91993-0370,"United States","990 Haley Row","Port Summertown",Utah,11536,"United States","843.816.6424 x4969",227-360-0611,801.208.3340,"574-937-0584 x4044","(724) 972-5710",alfonzo@example.org,"Purchased List","1993-05-21 16:04:21.000000",alfonzo@example.org,Female,Alfonzo@asu.gmail,,,3.57290573806318,1.68505917094695,,,Valid,Married,White,,Psychology,3.51053185380383,"Local Phone",0460632262,1203172315,,Alfonzo.Hagenes@asuFake.edu
306,,Walter,Nader,Ms.,"1252 Diamond Parkway",Kieranchester,Arizona,14272-2382,"United States","29439 Jerod Island",Moenchester,"South Dakota",93027,"United States","240.931.0041 x2999","464-423-1668 x6916","(608) 719-9443",585-414-9184,"775-502-7730 x6705",walter@example.org,Event,"1990-10-02 09:34:40.000000",walter@example.org,Female,Walter@asu.gmail,,,3.53419189480271,1.35152520796714,,,Valid,Single,"Am. Indian Alaska Native",,Business,,"Mobile Phone",5624681665,1209463355,,Walter.Nader@asuFake.edu
307,,Kamren,Carter,Mrs.,"546 Keeley Point","South King",Hawaii,47080,"United States","13888 Bettye Islands","North Frankiemouth",California,96498-3444,"United States",215-227-5844,443.615.6524,"562-507-0697 x0170","513-947-4381 x7430","347-213-8599 x8232",kamren@example.net,Walk-in,"1993-02-24 12:08:19.000000",kamren@example.net,Female,Kamren@asu.gmail,,,1.62011128560692,3.12212600737363,"Active Duty","Air Force",Valid,Married,Asian,,"Political Science",,"Home Phone",0233065834,1207563199,,Kamren.Carter@asuFake.edu
308,,Leonard,Kunze,Mr.,"76720 Lakin Skyway","South Kaileyfort",Florida,96074,"United States","641 Lynn Manors",Samhaven,"New Mexico",80399,"United States","260.270.8259 x3916",475.786.0012,"909.609.6597 x3960","609.835.8854 x8695","989-786-8496 x3546",leonard@example.com,"ASU UG","1990-11-23 01:23:07.000000",leonard@example.com,Male,Leonard@asu.gmail,,,1.33791935006344,3.08710663224876,"National Guard",Army,Valid,Unknown,White,,Mathematics,3.33756591017727,"Home Phone",4312566090,1203033039,,Leonard.Kunze@asuFake.edu
309,,Rosetta,Weissnat,Mrs.,"774 Blaise Fort","Lake Domenicville",Illinois,39592,"United States","4755 Turner View",Kingmouth,Maine,46708,"United States","(253) 630-4519 x5429","(682) 618-4294 x1487","614.213.9852 x9615","(407) 435-0002 x5211",276-651-1718,rosetta@example.org,"Partial App","1990-11-20 18:37:00.000000",rosetta@example.org,Female,Rosetta@asu.gmail,,,2.81893083643824,3.30828939008247,,,Role,Married,"Am. Indian Alaska Native",,Economics,3.87255630691463,"Local Phone",6596174579,1205993377,,Rosetta.Weissnat@asuFake.edu
310,,Maribel,Daniel,Ms.,"1311 Kris Gateway",Kuhicport,Florida,69781-9925,"United States","9742 Celine Plaza",Mertztown,Hawaii,75635,"United States","770.201.5579 x6644","830.713.0467 x4616","218-304-1655 x5081","(646) 978-2141",417-484-9270,maribel@example.com,Event,"1992-10-12 05:06:38.000000",maribel@example.com,Female,Maribel@asu.gmail,,,1.96196197370288,3.05992229932064,,,Role,Single,"Am. Indian Alaska Native",,Economics,3.15626276520492,"Mobile Phone",7674562359,1205076456,,Maribel.Daniel@asuFake.edu
311,,Burdette,Bahringer,Mr.,"884 Braulio Stream",Anastasiamouth,"North Dakota",58449,"United States","67612 Berry Ford","East Brennamouth",Kansas,40556-3867,"United States",234-808-3718,"504-906-2074 x0091",910-314-9111,"(660) 585-1606 x6427","(859) 903-1225 x8510",burdette@example.com,"College Fair - Int","1990-06-14 05:04:45.000000",burdette@example.com,Male,Burdette@asu.gmail,,,3.63820749044301,1.33267831261143,,,Role,Married,"Am. Indian Alaska Native",,"Computer Science",3.50899761499186,"Mobile Phone",4485095345,1202118126,,Burdette.Bahringer@asuFake.edu
312,,Marielle,Schiller,Mrs.,"4839 Bernier Cliff",Kemmerton,Connecticut,78105,"United States","2014 Jamal Cape","North Kirashire",Massachusetts,15584,"United States","(508) 928-7055",917-661-7255,"972.601.5306 x7859","351-505-7134 x8784",347-573-8156,marielle@example.net,Email,"1992-05-04 04:59:38.000000",marielle@example.net,Female,Marielle@asu.gmail,,,1.29608283236359,2.8648840448957,,,Valid,Married,Hispanic,,Mathematics,,"Mobile Phone",3317590958,1206979673,,Marielle.Schiller@asuFake.edu
313,,Nestor,Beahan,Prof,"163 Vicente Greens","Port Oliver","New York",91242-8980,"United States","542 Antonette Station",Wisokyville,Kansas,36753-3812,"United States","975-941-5825 x6317","662.936.6337 x1994","763-817-1063 x4860","912.913.5298 x5618","(904) 209-4458",nestor@example.net,PeopleSoft,"1993-08-23 22:53:23.000000",nestor@example.net,Male,Nestor@asu.gmail,,,3.50153284250109,3.29612765302765,"Active Duty",Marines,Temp,Married,White,,Mathematics,3.02775285009985,"Home Phone",4589216958,1201261113,,Nestor.Beahan@asuFake.edu
314,,Guillermo,Weissnat,Mrs.,"603 Matt Meadows",Rodriguezfurt,Virginia,31096,"United States","60448 Bailey Center","West Clark",Kentucky,64921,"United States","(912) 904-1816","(281) 972-6950 x6931","731-602-6338 x4461","507.910.9754 x6440","(253) 302-9490 x2946",guillermo@example.com,"Web Form","1995-06-03 01:29:38.000000",guillermo@example.com,Female,Guillermo@asu.gmail,,,2.94720932829182,3.34792297383902,,,Role,Married,White,,Mathematics,3.26372431187835,"Mobile Phone",4106653683,1200319819,,Guillermo.Weissnat@asuFake.edu
315,,Jorge,Block,Dr.,"484 Maxie Shore","Port Elliottview",Florida,11039,"United States","52773 Johnson Heights",Schinnermouth,"South Dakota",38548-1223,"United States",916-936-7575,469.941.7464,"(801) 254-3651","706-845-1301 x9560","406.607.0715 x6406",jorge@example.net,Advertisement,"1994-05-05 23:24:15.000000",jorge@example.net,Male,Jorge@asu.gmail,,,3.03967836871873,3.30865585488761,,,Role,Single,White,,"Political Science",3.58486957825562,"Mobile Phone",6994682722,1206231505,,Jorge.Block@asuFake.edu
316,,Joy,Ernser,Ms.,"115 Greyson Squares",Eviefurt,"New Jersey",85981,"United States","97230 Altenwerth Burg",Paucekside,"West Virginia",88677,"United States","915.707.0991 x4670","(626) 252-4086 x7913","971.619.5776 x2960","646-351-9419 x3787",253-310-4181,joy@example.com,"Web Form","1991-09-24 22:11:54.000000",joy@example.com,Female,Joy@asu.gmail,,,3.97389632547972,1.58129343349478,,,Temp,Single,"Am. Indian Alaska Native",,Biology,3.89626763774847,"Home Phone",6107323060,1208737876,,Joy.Ernser@asuFake.edu
